Name,category,publishtime,author,version,currentprice,primeprice,feedback,URL_Á´½Ó
Expert Secrets,All Business  Finance & Law,6-Jun-17,Russell Brunson,Paperback,20.16,0,4.5,https://www.bookdepository.com/Expert-Secrets-Russell-Brunson/9781683504580?ref=grid-view
The New Case for Gold,All Business  Finance & Law,7-Apr-16,James Rickards,Hardback,15.92,18.03,4,https://www.bookdepository.com/The-New-Case-for-Gold-James-Rickards/9780241248355?ref=grid-view
The 33 Strategies Of War,All Business  Finance & Law,13-Sep-12,Robert Greene,Paperback,21.52,23.72,4.5,https://www.bookdepository.com/The-33-Strategies-Of-War-Robert-Greene/9781861979780?ref=grid-view
Be Obsessed or Be Average,All Business  Finance & Law,11-Oct-16,Grant Cardone,Hardback,24.39,27,4,https://www.bookdepository.com/Be-Obsessed-or-Be-Average-Grant-Cardone/9781101981054?ref=grid-view
Pour Me,All Business  Finance & Law,17-Nov-16,Adrian Gill,Paperback,10.58,12.48,4,https://www.bookdepository.com/Pour-Me-Adrian-Gill/9781780226439?ref=grid-view
7 Strategies For Wealth And Happiness,All Business  Finance & Law,1-Oct-96,Jim Rohn,Paperback,12.72,13.99,4.5,https://www.bookdepository.com/7-Strategies-For-Wealth-And-Happiness-Jim-Rohn/9780761506164?ref=grid-view
The Industries of the Future,All Business  Finance & Law,26-Jan-17,Alec Ross,Paperback,11.9,13.87,4,https://www.bookdepository.com/The-Industries-of-the-Future-Alec-Ross/9781471135262?ref=grid-view
Crucial Accountability: Tools for Resolving Violated Expectations  Broken Commitments  and Bad Behavior  Second Edition,All Business  Finance & Law,14-Jun-13,Kerry Patterson,Paperback,17.25,21,4,https://www.bookdepository.com/Crucial-Accountability-Tools-for-Resolving-Violated-Expectations-Broken-Commitments-and-Bad-Behavior-Second-Edition-Kerry-Patterson-Joseph-Grenny-Ron-McMillan-Al-Switzler-David-Maxfield/9780071829311?ref=grid-view
The Confidence Code,All Business  Finance & Law,18-Mar-15,Katty Kay,Paperback,14.12,15.99,4,https://www.bookdepository.com/The-Confidence-Code-Katty-Kay-Claire-Shipman/9780062414625?ref=grid-view
Humble Inquiry; The Gentle Art of Asking Instead of Telling,All Business  Finance & Law,4-Nov-13,Edgar H. Schein,Paperback,15.06,16.66,4,https://www.bookdepository.com/Humble-Inquiry-The-Gentle-Art-of-Asking-Instead-of-Telling-Edgar-H-Schein/9781609949815?ref=grid-view
Economics: A Very Short Introduction,All Business  Finance & Law,1-Dec-07,Partha Dasgupta,Paperback,9.4,11.95,3.5,https://www.bookdepository.com/Economics-Very-Short-Introduction-Partha-Dasgupta/9780192853455?ref=grid-view
The Worldly Philosophers,All Business  Finance & Law,25-May-00,Robert L. Heilbroner,Paperback,13.74,17.39,4,https://www.bookdepository.com/The-Worldly-Philosophers-Robert-L-Heilbroner/9780140290066?ref=grid-view
The Paradox of Choice,All Business  Finance & Law,7-Jan-17,Barry Schwartz,Paperback,14.12,15.99,4,https://www.bookdepository.com/The-Paradox-of-Choice-Barry-Schwartz/9780062449924?ref=grid-view
Lean Analytics,All Business  Finance & Law,1-Apr-13,Alistair Croll,Paperback,30.19,34.99,4,https://www.bookdepository.com/Lean-Analytics-Alistair-Croll/9781449335670?ref=grid-view
The Moneyless Man,All Business  Finance & Law,28-Mar-15,Mark Boyle,Paperback,10.99,13.95,4,https://www.bookdepository.com/The-Moneyless-Man-Mark-Boyle/9781851687879?ref=grid-view
Trade Your Way to Financial Freedom,All Business  Finance & Law,13-Dec-06,Van K. Tharp,Hardback,29.48,36.99,4,https://www.bookdepository.com/Trade-Your-Way-Financial-Freedom-Van-K-Tharp/9780071478717?ref=grid-view
Misbehaving,All Business  Finance & Law,16-Jun-20,Richard H. Thaler,Paperback,14.95,16.66,4,https://www.bookdepository.com/Misbehaving-Richard-H-Thaler/9780393352795?ref=grid-view
Made to Stick,All Business  Finance & Law,8-Jun-11,Chip Heath,Paperback,12.28,17.75,4,https://www.bookdepository.com/Made-Stick-Chip-Heath-Dan-Heath/9780099505693?ref=grid-view
Poor Economics,All Business  Finance & Law,24-Apr-12,Abhijit Banerjee,Paperback,16.82,17.68,4,https://www.bookdepository.com/Poor-Economics-Abhijit-Banerjee-Esther-Duflo/9781610390934?ref=grid-view
Time to Think,All Business  Finance & Law,23-Jun-15,Nancy Kline,Paperback,14.42,0,4.5,https://www.bookdepository.com/Time-Think-Nancy-Kline/9780706377453?ref=grid-view
Top Stocks 2018,All Business  Finance & Law,29-Jan-18,M. Roth,Paperback,24.01,0,5,https://www.bookdepository.com/Top-Stocks-2018-M-Roth/9780730345800?ref=grid-view
Basic Economics,All Business  Finance & Law,31-Dec-14,Thomas Sowell,Hardback,32.76,39.99,4.5,https://www.bookdepository.com/Basic-Economics-Thomas-Sowell/9780465060733?ref=grid-view
Boomerang,All Business  Finance & Law,22-Aug-12,Michael Lewis,Paperback,12.59,19.75,4,https://www.bookdepository.com/Boomerang-Michael-Lewis/9780241955024?ref=grid-view
When: The Scientific Secrets of Perfect Timing,All Business  Finance & Law,2-Jan-18,Daniel H. Pink,Paperback,22.54,25.81,4,https://www.bookdepository.com/When-The-Scientific-Secrets-of-Perfect-Timing-Daniel-H-Pink/9781925498189?ref=grid-view
Deep Work,All Business  Finance & Law,5-Jan-16,Cal Newport,Hardback,24.28,28,4,https://www.bookdepository.com/Deep-Work-Cal-Newport/9781455586691?ref=grid-view
What They Don't Teach You At Harvard Business School,All Business  Finance & Law,7-Aug-14,Mark H. McCormack,Paperback,12.42,13.87,3.5,https://www.bookdepository.com/What-They-Dont-Teach-You-At-Harvard-Business-School-Mark-H-McCormack/9781781253397?ref=grid-view
The Leader in You: How to Win Friends  Influence People and Succeed in a Changing World,All Business  Finance & Law,3-Jul-95,Dale Carnegie,Paperback,8.55,0,4,https://www.bookdepository.com/The-Leader-in-You-How-Win-Friends-Influence-People-and-Succeed-in-Changing-World-Dale-Carnegie/9780671519988?ref=grid-view
Setting the Table,All Business  Finance & Law,1-Feb-08,Danny Meyer,Paperback,9.38,15.99,4,https://www.bookdepository.com/Setting-the-Table-Danny-Meyer/9780060742768?ref=grid-view
Civilization,All Business  Finance & Law,1-May-12,Niall Ferguson,Paperback,15.09,24.5,4,https://www.bookdepository.com/Civilization-Niall-Ferguson/9780141044583?ref=grid-view
Anti-Oedipus,All Business  Finance & Law,26-May-09,Professor Gilles Deleuze,Paperback,20.53,22,4,https://www.bookdepository.com/Anti-Oedipus-Professor-Gilles-Deleuze/9780143105824?ref=grid-view
Technical Analysis of the Financial Markets: Study Guide,All Business  Finance & Law,1-Jan-99,John J. Murphy,Paperback,27.55,39.95,4,https://www.bookdepository.com/Technical-Analysis-of-the-Financial-Markets-Study-Guide-John-J-Murphy/9780735200654?ref=grid-view
Six Thinking Hats,All Business  Finance & Law,28-Jan-16,Edward de Bono,Paperback,11.99,13.87,4,https://www.bookdepository.com/Six-Thinking-Hats-Edward-de-Bono/9780241257531?ref=grid-view
Our Iceberg is Melting,All Business  Finance & Law,1-Feb-14,John Kotter,Paperback,12.27,13.87,4,https://www.bookdepository.com/Our-Iceberg-is-Melting-John-Kotter-Holger-Rathgeber/9781447263272?ref=grid-view
The Art of Being a Brilliant Teenager,All Business  Finance & Law,24-Nov-14,Andy Cope,Paperback,12.33,18,4,https://www.bookdepository.com/The-Art-of-Being-Brilliant-Teenager-Andy-Cope-Andy-Whittaker-Darrell-Woodman-Amy-Bradley/9780857085788?ref=grid-view
Great by Choice,All Business  Finance & Law,10-Nov-11,Jim Collins,Hardback,27.8,29.98,4,https://www.bookdepository.com/Great-by-Choice-Jim-Collins/9780062120991?ref=grid-view
The Interpretation of Financial Statements,All Business  Finance & Law,1-Sep-11,Benjamin Graham,Hardback,23.64,29.5,4,https://www.bookdepository.com/The-Interpretation-of-Financial-Statements-Benjamin-Graham-C-McGolrick-Spencer-B-Meredith/9780887309137?ref=grid-view
The Daily Stoic,All Business  Finance & Law,18-Oct-16,Ryan Holiday,Hardback,23.64,25,4.5,https://www.bookdepository.com/The-Daily-Stoic-Ryan-Holiday-Stephen-Hanselman/9780735211735?ref=grid-view
The Adweek Copywriting Handbook,All Business  Finance & Law,1-Jan-07,Joseph Sugarman,Paperback,17.56,24,4,https://www.bookdepository.com/The-Adweek-Copywriting-Handbook-Joseph-Sugarman/9780470051245?ref=grid-view
Machine  Platform  Crowd,All Business  Finance & Law,27-Jun-17,Andrew McAfee,Hardback,25.26,28.96,4,https://www.bookdepository.com/Machine-Platform-Crowd-Andrew-McAfee-Erik-Brynjolfsson/9780393254297?ref=grid-view
Masters Of Doom,All Business  Finance & Law,1-May-04,David Kushner,Paperback,12.31,0,4,https://www.bookdepository.com/Masters-Of-Doom-David-Kushner/9780749924898?ref=grid-view
Financial Statements,All Business  Finance & Law,20-Aug-09,Thomas Ittelson,Paperback,20.43,0,4,https://www.bookdepository.com/Financial-Statements-Thomas-Ittelson/9781601630230?ref=grid-view
Dead Aid,All Business  Finance & Law,1-Oct-10,Dambisa Moyo,Paperback,12.02,22,3.5,https://www.bookdepository.com/Dead-Aid-Dambisa-Moyo/9780141031187?ref=grid-view
How the World Works,All Business  Finance & Law,20-Oct-11,Noam Chomsky,Paperback,15.6,0,4,https://www.bookdepository.com/How-the-World-Works-Noam-Chomsky/9780241145395?ref=grid-view
How to Win at the Sport of Business,All Business  Finance & Law,17-Jun-13,Mark Cuban,Paperback,9.73,9.99,4,https://www.bookdepository.com/How-Win-at-the-Sport-of-Business-Mark-Cuban/9781626810914?ref=grid-view
The Nowhere Men,All Business  Finance & Law,1-Nov-14,Michael Calvin,Paperback,12.42,16.95,3.5,https://www.bookdepository.com/The-Nowhere-Men-Michael-Calvin/9780099580263?ref=grid-view
Fanatical Prospecting,All Business  Finance & Law,5-Oct-15,Jeb Blount,Hardback,20.96,26.54,4.5,https://www.bookdepository.com/Fanatical-Prospecting-Jeb-Blount-Mike-Weinberg/9781119144755?ref=grid-view
Black Like Me,All Business  Finance & Law,20-Oct-10,John Howard Griffin,Paperback,11.55,0,4,https://www.bookdepository.com/Black-Like-Me-John-Howard-Griffin/9780451234216?ref=grid-view
The Retreat of Western Liberalism,All Business  Finance & Law,4-May-17,Edward Luce,Hardback,19.13,23.58,4,https://www.bookdepository.com/The-Retreat-of-Western-Liberalism-Edward-Luce/9781408710418?ref=grid-view
She Means Business,All Business  Finance & Law,7-Mar-17,Carrie Green,Paperback,13.7,15.71,4.5,https://www.bookdepository.com/She-Means-Business-Carrie-Green/9781781807408?ref=grid-view
Cashvertising,All Business  Finance & Law,24-Nov-08,Drew Eric Whitman,Paperback,15.48,15.99,4.5,https://www.bookdepository.com/Cashvertising-Drew-Eric-Whitman/9781601630322?ref=grid-view
The Death of Money,All Business  Finance & Law,3-May-15,James Rickards,Paperback,12.81,13.87,4,https://www.bookdepository.com/The-Death-of-Money-James-Rickards/9780670923700?ref=grid-view
The Essential Drucker,All Business  Finance & Law,11-Jul-11,Peter F Drucker,Paperback,16.69,17.99,4,https://www.bookdepository.com/The-Essential-Drucker-Peter-F-Drucker/9780061345012?ref=grid-view
Fifty Things that Made the Modern Economy,All Business  Finance & Law,6-Jul-17,Tim Harford,Paperback,20.96,0,4,https://www.bookdepository.com/Fifty-Things-that-Made-the-Modern-Economy-Tim-Harford/9781408709122?ref=grid-view
Get Rich  Lucky Bitch!,All Business  Finance & Law,19-Apr-13,Denise Duffield-thomas,Paperback,20.28,0,4.5,https://www.bookdepository.com/Get-Rich-Lucky-Bitch-Denise-Duffield-thomas/9781478181491?ref=grid-view
Media Control - Post-9/11 Edition,All Business  Finance & Law,2-Feb-08,Noam Chomsky,Paperback,9.7,9.79,4,https://www.bookdepository.com/Media-Control---Post-911-Edition-Noam-Chomsky/9781583225363?ref=grid-view
Hacking Growth,All Business  Finance & Law,27-Apr-17,Morgan Brown,Paperback,19.39,20.81,4,https://www.bookdepository.com/Hacking-Growth-Morgan-Brown-Sean-Ellis/9780753545379?ref=grid-view
Think Like a Champion,All Business  Finance & Law,6-May-10,Donald Trump,Hardback,5.26,5.96,4,https://www.bookdepository.com/Think-Like-Champion-Donald-Trump-Meredith-McIver/9780762438563?ref=grid-view
The Complete TurtleTrader,All Business  Finance & Law,31-Aug-11,Michael W. Covel,Paperback,13.38,16.99,4,https://www.bookdepository.com/The-Complete-TurtleTrader-Michael-W-Covel/9780061241710?ref=grid-view
Liespotting,All Business  Finance & Law,13-Sep-11,Pamela Meyer,Paperback,13.24,15.71,3.5,https://www.bookdepository.com/Liespotting-Pamela-Meyer/9780312611736?ref=grid-view
The Vanity Fair Diaries: 1983-1992,All Business  Finance & Law,14-Nov-17,Tina Brown,Paperback,22.63,0,4,https://www.bookdepository.com/The-Vanity-Fair-Diaries-1983-1992-Tina-Brown/9781474608404?ref=grid-view
Crush It!,All Business  Finance & Law,11-Jul-11,Gary Vaynerchuk,Hardback,16.59,22.99,4,https://www.bookdepository.com/Crush-It-Gary-Vaynerchuk/9780061914171?ref=grid-view
The Personal MBA,All Business  Finance & Law,28-Aug-12,Josh Kaufman,Paperback,18.02,0,4,https://www.bookdepository.com/The-Personal-MBA-Josh-Kaufman/9781591845577?ref=grid-view
Case in Point 9,All Business  Finance & Law,26-Apr-16,Marc P. Cosentino,Paperback,30.15,31.45,4.5,https://www.bookdepository.com/Case-in-Point-9-Marc-P-Cosentino/9780986370717?ref=grid-view
Why We Buy,All Business  Finance & Law,30-Dec-08,Paco Underhill,Paperback,15.53,17,4,https://www.bookdepository.com/Why-We-Buy-Paco-Underhill/9781416595243?ref=grid-view
Innovators,All Business  Finance & Law,6-Oct-15,Walter Isaacson,Paperback,14.53,17.93,4,https://www.bookdepository.com/Innovators-Walter-Isaacson/9781471138805?ref=grid-view
The Vanity Fair Diaries: 1983-1992,All Business  Finance & Law,14-Nov-17,Tina Brown,Hardback,25.14,34.7,4,https://www.bookdepository.com/The-Vanity-Fair-Diaries-1983-1992-Tina-Brown/9781474608398?ref=grid-view
Salt  Sugar  Fat,All Business  Finance & Law,2-Jan-14,Michael Moss,Paperback,16.69,18.03,4,https://www.bookdepository.com/Salt-Sugar-Fat-Michael-Moss/9780753541470?ref=grid-view
Rules for Modern Life,All Business  Finance & Law,3-Nov-16,Sir David Tang,Hardback,16.3,22.56,3.5,https://www.bookdepository.com/Rules-for-Modern-Life-Sir-David-Tang/9780241258514?ref=grid-view
Business Stripped Bare,All Business  Finance & Law,6-Apr-10,Sir Richard Branson,Paperback,13.35,14.95,4,https://www.bookdepository.com/Business-Stripped-Bare-Sir-Richard-Branson/9780753515037?ref=grid-view
The Trusted Advisor,All Business  Finance & Law,2-Jan-02,David H. Maister,Paperback,18.59,22.65,4,https://www.bookdepository.com/The-Trusted-Advisor-David-H-Maister-Robert-Galford-Charles-Green/9780743207768?ref=grid-view
The Smartest Guys in the Room,All Business  Finance & Law,14-Apr-08,Bethany McLean,Paperback,13.92,24.83,4,https://www.bookdepository.com/The-Smartest-Guys-in-the-Room-Bethany-McLean-Peter-Elkind/9780141011455?ref=grid-view
Everywhere I Look,All Business  Finance & Law,31-Aug-17,Helen Garner,Paperback,11.47,12.48,4,https://www.bookdepository.com/Everywhere-I-Look-Helen-Garner/9781925498080?ref=grid-view
"HBR's 10 Must Reads on Managing Yourself (with bonus article ""How Will You Measure Your Life?"" by Clayton M. Christensen)",All Business  Finance & Law,1-Mar-11,Peter F. Drucker,Paperback,19.35,24.94,4,https://www.bookdepository.com/HBRs-10-Must-Reads-on-Managing-Yourself-with-bonus-article-How-Will-You-Measure-Your-Life-by-Clayton-M-Christensen-Peter-F-Drucker-Clayton-M-Christensen-Daniel-Goleman/9781422157992?ref=grid-view
What You See Is What You Get,All Business  Finance & Law,1-Aug-11,Alan Sugar,Paperback,13.55,15.95,4,https://www.bookdepository.com/What-You-See-Is-What-You-Get-Alan-Sugar/9780330520478?ref=grid-view
Creativity  Inc.,All Business  Finance & Law,22-Jun-17,Ed Catmull,Hardback,27.8,28,4,https://www.bookdepository.com/Creativity-Inc-Ed-Catmull-Amy-Wallace/9780812993011?ref=grid-view
An Everyone Culture,All Business  Finance & Law,11-May-16,Robert Kegan,Hardback,27.83,32,4,https://www.bookdepository.com/An-Everyone-Culture-Robert-Kegan-Lisa-Laskow-Lahey-Matthew-L-Miller-Andy-Fleming-Deborah-Helsing/9781625278623?ref=grid-view
The Wisdom Of Crowds,All Business  Finance & Law,3-Mar-05,James Surowiecki,Paperback,11.45,14.21,4,https://www.bookdepository.com/The-Wisdom-Of-Crowds-James-Surowiecki/9780349116051?ref=grid-view
The Accidental Billionaires,All Business  Finance & Law,28-Sep-10,Ben Mezrich,Paperback,12.55,15.69,3.5,https://www.bookdepository.com/The-Accidental-Billionaires-Ben-Mezrich/9780307740984?ref=grid-view
The Copywriter's Handbook,All Business  Finance & Law,22-May-08,Robert W. Bly,Paperback,19.18,21.99,4,https://www.bookdepository.com/The-Copywriters-Handbook-Robert-W-Bly/9780805078046?ref=grid-view
The End of Power,All Business  Finance & Law,23-Jan-15,Moises Naim,Paperback,14.16,16.99,3.5,https://www.bookdepository.com/The-End-of-Power-Moises-Naim/9780465065691?ref=grid-view
Traction,All Business  Finance & Law,19-Apr-12,Gino Wickman,Paperback,16.89,16.95,4,https://www.bookdepository.com/Traction-Gino-Wickman/9781936661831?ref=grid-view
Game Theory: A Very Short Introduction,All Business  Finance & Law,30-Jan-12,Ken Binmore,Paperback,9.52,11.74,3.5,https://www.bookdepository.com/Game-Theory-Very-Short-Introduction-Ken-Binmore/9780199218462?ref=grid-view
The Leadership Pipeline,All Business  Finance & Law,1-Nov-11,Ram Charan,Hardback,24.82,29.96,4,https://www.bookdepository.com/The-Leadership-Pipeline-Ram-Charan-Stephen-Drotter-James-Noel/9780470894569?ref=grid-view
SPSS Statistics Version 22: A Practical Guide,All Business  Finance & Law,24-Jun-14,Kellie Bennett,Spiral bound,74.6,0,0,https://www.bookdepository.com/SPSS-Statistics-Version-22-Practical-Guide-Kellie-Bennett-Peter-Allen-Brody-Heritage/9780170348973?ref=grid-view
How to Lie with Statistics,All Business  Finance & Law,7-Dec-93,Darrell Huff,Paperback,12.72,12.95,4,https://www.bookdepository.com/How-Lie-with-Statistics-Darrell-Huff-Irving-Geis/9780393310726?ref=grid-view
Marketing 4.0,All Business  Finance & Law,1-Jan-17,Philip Kotler,Hardback,20.56,25,4,https://www.bookdepository.com/Marketing-40-Philip-Kotler-Hermawan-Kartajaya-Iwan-Setiawan/9781119341208?ref=grid-view
This Time Is Different,All Business  Finance & Law,6-Nov-09,Carmen M. Reinhart,Hardback,34.47,34.99,4,https://www.bookdepository.com/This-Time-Is-Different-Carmen-M-Reinhart-Kenneth-S-Rogoff/9780691142166?ref=grid-view
Catching the Wolf of Wall Street,All Business  Finance & Law,24-Oct-13,Jordan Belfort,Paperback,13.7,15.26,4,https://www.bookdepository.com/Catching-the-Wolf-of-Wall-Street-Jordan-Belfort/9781444786835?ref=grid-view
The Upside of Irrationality,All Business  Finance & Law,6-Jul-11,Dan Ariely,Paperback,8.88,0,4,https://www.bookdepository.com/The-Upside-of-Irrationality-Dan-Ariely/9780062086440?ref=grid-view
